ensembl_gene_id	external_gene_id	entrezgene	chromosome_name	start_position	end_position	strand
ENSG00000264841	AC134729.1	NA	3	77975856	77975937	-1
ENSG00000244461	RP11-354H21.1	NA	3	78087856	78095945	-1
ENSG00000240573	RP11-354H21.2	NA	3	78136555	78141421	1
ENSG00000243957	RN7SL647P	NA	3	78164309	78164606	1
ENSG00000222574	RN7SKP61	NA	3	78210849	78211143	1
ENSG00000240241	RP11-314M24.1	NA	3	78316090	78343881	1
ENSG00000239226	MRPS17P3	NA	3	78574251	78574635	1
ENSG00000169855	ROBO1	6091	3	78646390	79816965	-1
ENSG00000240752	RP11-588D3.1	NA	3	78808124	78808524	1
ENSG00000240964	RN7SL751P	NA	3	78987155	78987442	-1
ENSG00000265193	MIR3923	100500877	3	79557037	79557119	1
ENSG00000216116	AC117479.1	NA	3	79633742	79633834	-1
ENSG00000243877	HMGB1P38	NA	3	80006716	80007292	-1
ENSG00000271389	OSBPL9P1	NA	3	80212477	80213945	1
ENSG00000239699	HNRNPA3P8	NA	3	80265411	80266384	1
ENSG00000242586	RP11-481N16.1	NA	3	80491231	80491455	1
ENSG00000242828	RP11-47P18.1	NA	3	80810193	80838114	-1
ENSG00000242781	RP11-47P18.2	NA	3	80814048	80838505	1
ENSG00000243694	RP11-6B4.1	728290	3	81043019	81144798	1
ENSG00000242145	RP11-520D19.1	NA	3	81257344	81258065	-1
ENSG00000241593	RP11-520D19.2	NA	3	81295730	81346496	-1
ENSG00000244281	RP11-564P9.1	NA	3	81416141	81417172	-1
ENSG00000114480	GBE1	2632	3	81538850	81811312	-1
ENSG00000222389	RNU2-28P	NA	3	81558627	81558815	1
ENSG00000241319	SETP6	NA	3	81661389	81661956	-1
ENSG00000240404	RP11-142L1.3	NA	3	81661941	81662223	1
ENSG00000242190	RP11-142L1.1	NA	3	81811857	81813907	-1
ENSG00000242009	RP11-359D24.1	NA	3	81889698	81972012	1
ENSG00000239440	RP11-260O18.1	NA	3	82035289	82512826	1
ENSG00000241367	RPL7AP23	NA	3	82368323	82369430	-1
ENSG00000241095	CYP51A1P1	NA	3	82855666	82857172	-1
ENSG00000242195	SRRM1P2	NA	3	83986196	83987387	1
ENSG00000221380	AC108696.1	NA	3	84339263	84339404	-1
ENSG00000266652	AC107025.1	NA	3	84545727	84545814	1
ENSG00000242641	LINC00971	440970	3	84687557	84930830	-1
ENSG00000241776	RP11-651J20.1	NA	3	84740832	84741742	-1
ENSG00000242339	RP11-735B13.2	NA	3	84934087	84942530	1
ENSG00000266025	AC132660.1	NA	3	84954830	84954896	1
ENSG00000175161	CADM2	253559	3	85008132	86123579	1
ENSG00000264084	MIR5688	100847077	3	85434860	85434942	1
ENSG00000241648	CADM2-AS2	100874037	3	85849137	85877200	-1
ENSG00000239519	CADM2-AS1	100874038	3	86041333	86077157	-1
ENSG00000243915	PRKRIRP2	NA	3	86061711	86064270	1
ENSG00000201410	snoZ40	NA	3	86174366	86174437	1
ENSG00000251773	RNU6-1129P	NA	3	86284471	86284574	1
ENSG00000239767	RP11-789F5.1	NA	3	86313705	86316511	-1
ENSG00000222934	RN7SKP284	NA	3	86411282	86411624	1
ENSG00000241328	RP11-331K15.1	101927494	3	86531093	86546146	1
ENSG00000206538	VGLL3	389136	3	86987119	87040269	-1
ENSG00000241293	PPATP1	NA	3	87100342	87101888	-1
ENSG00000264119	MIR4795	100616161	3	87275339	87275427	-1
ENSG00000083937	CHMP2B	25978	3	87276421	87304698	1
ENSG00000064835	POU1F1	5449	3	87308554	87325737	-1
ENSG00000239829	KRT8P25	NA	3	87372418	87373873	1
ENSG00000240902	APOOP2	NA	3	87643988	87644526	1
ENSG00000240255	PSMC1P6	NA	3	87679451	87680769	-1
ENSG00000239572	RP11-451B8.1	NA	3	87780552	87842779	-1
ENSG00000200703	RNU6-873P	NA	3	87791693	87791799	-1
ENSG00000221059	RNU6ATAC6P	NA	3	87959370	87959495	1
ENSG00000179097	HTR1F	3355	3	88039846	88042919	1
ENSG00000163320	CGGBP1	8545	3	88101094	88199035	-1
ENSG00000229729	RP11-159G9.5	NA	3	88108424	88188123	1
ENSG00000241535	CBX5P1	NA	3	88144558	88145118	-1
ENSG00000175105	ZNF654	55279	3	88188254	88193815	1
ENSG00000179021	C3orf38	285237	3	88198893	88217879	1
ENSG00000242159	ABCF2P1	NA	3	88366306	88368172	1
ENSG00000207316	Y_RNA	NA	3	88480341	88480459	1
ENSG00000242365	NDUFA5P5	NA	3	88650211	88650552	1
ENSG00000242705	NARG2P2	NA	3	88997292	89000078	1
ENSG00000241861	GAPDHP50	NA	3	89096592	89097584	-1
ENSG00000044524	EPHA3	2042	3	89156674	89531284	1
ENSG00000240951	RP11-91A15.2	NA	3	89637036	89637720	-1
ENSG00000240309	RP11-91A15.1	NA	3	89637864	89639247	-1
ENSG00000212598	U3	NA	3	90079434	90079644	1
ENSG00000222490	RNU6-712P	NA	3	90233784	90233883	1
ENSG00000189002	PROSP	NA	3	90251466	90306565	-1
ENSG00000271024	HSPE1P19	NA	3	90310564	90310858	-1
ENSG00000251727	RNU6-488P	NA	3	93562608	93562706	1
ENSG00000184500	PROS1	5627	3	93591881	93692910	-1
ENSG00000201339	Y_RNA	NA	3	93686770	93686864	1
ENSG00000200366	RNU6-511P	NA	3	93695873	93695979	1
ENSG00000169379	ARL13B	200894	3	93698983	93774512	1
ENSG00000239614	HMGN1P7	NA	3	93707478	93707790	-1
ENSG00000178750	STX19	415117	3	93733213	93747454	-1
ENSG00000178700	DHFRL1	200895	3	93766680	93782233	-1
ENSG00000178694	NSUN3	63899	3	93781760	93847389	1
ENSG00000242457	RBBP4P2	NA	3	93794756	93796019	-1
ENSG00000253062	RNU7-108P	NA	3	93817351	93817410	-1
ENSG00000178660	ARMC10P1	NA	3	94225610	94226464	-1
ENSG00000242911	RP11-118N24.2	NA	3	94654604	94654964	-1
ENSG00000234629	WDR82P1	NA	3	94655930	94656868	-1
ENSG00000239589	LINC00879	255025	3	94657016	94871353	1
ENSG00000244048	RPS18P6	NA	3	94890764	94891221	1
ENSG00000244681	MTHFD2P1	100287639	3	95373267	95402037	-1
ENSG00000221477	AC108739.1	NA	3	95885661	95885746	-1
ENSG00000271671	RP11-598F17.2	NA	3	95963576	95964179	-1
ENSG00000243547	HNRNPKP4	NA	3	96068398	96069783	1
ENSG00000216136	AC108697.1	NA	3	96152159	96152254	-1
ENSG00000241815	RP11-124D9.1	NA	3	96285201	96285947	1
ENSG00000199286	RNU6-1094P	NA	3	96327658	96327761	-1
ENSG00000269028	MTRNR2L12	100463486	3	96335981	96337000	-1
ENSG00000218754	RPL18AP8	NA	3	96338148	96338675	1
ENSG00000212031	AC117444.1	NA	3	96385038	96385123	-1
ENSG00000241018	RCC2P5	NA	3	96472029	96473515	1
ENSG00000176243	CDV3P1	NA	3	96495789	96496527	1
ENSG00000080224	EPHA6	285220	3	96533425	97471304	1
ENSG00000251172	RP11-529P9.1	NA	3	97200021	97200350	-1
ENSG00000261292	RP11-389G6.3	NA	3	97478367	97480374	1
ENSG00000113966	ARL6	84100	3	97483365	97519953	1
ENSG00000233280	CRYBG3	131544	3	97540884	97594132	1
ENSG00000080200	CRYBG3	131544	3	97595819	97663810	1
ENSG00000170854	MINA	84864	3	97660662	97691301	-1
ENSG00000183185	GABRR3	200959	3	97705517	97754148	-1
ENSG00000250750	OR5BM1P	NA	3	97772218	97772583	1
ENSG00000213439	OR5AC1	NA	3	97783316	97784240	1
ENSG00000196578	OR5AC2	81050	3	97806017	97806946	1
ENSG00000249225	RP11-343D2.11	NA	3	97818752	97866978	-1
ENSG00000251090	OR5AC4P	NA	3	97823598	97824516	1
ENSG00000248365	POU5F1P7	NA	3	97838035	97838575	1
ENSG00000231192	OR5H1	26341	3	97851542	97852483	1
ENSG00000236032	OR5H14	403273	3	97868170	97869249	1
ENSG00000233412	OR5H15	403274	3	97887544	97888485	1
ENSG00000249321	OR5H5P	NA	3	97916055	97916982	1
ENSG00000249975	OR5H3P	NA	3	97926267	97927185	1
ENSG00000248507	OR5H4P	NA	3	97940888	97941810	1
ENSG00000251088	RP11-325B23.2	NA	3	97952495	98176742	1
ENSG00000187900	OR5H7P	NA	3	97957196	97958125	1
ENSG00000230301	OR5H6	79295	3	97983088	97984200	1
ENSG00000197938	OR5H2	79310	3	98001732	98002676	1
ENSG00000232535	OR5H8P	NA	3	98030757	98031687	1
ENSG00000196098	OR5K4	403278	3	98072698	98073663	1
ENSG00000206536	OR5K3	403277	3	98109510	98110475	1
ENSG00000244653	UBFD1P1	NA	3	98152878	98153691	1
ENSG00000232382	OR5K1	26339	3	98188324	98189420	1
ENSG00000231861	OR5K2	402135	3	98216448	98217496	1
ENSG00000080822	CLDND1	56650	3	98216756	98241910	-1
ENSG00000080819	CPOX	1371	3	98239976	98312567	-1
ENSG00000248839	RP11-227H4.5	NA	3	98241414	98244178	1
ENSG00000250562	RPL38P4	NA	3	98243905	98244118	-1
ENSG00000154165	GPR15	2838	3	98250743	98251960	1
ENSG00000240827	RP11-227H4.1	NA	3	98338909	98339462	1
ENSG00000266233	AC021660.1	NA	3	98342793	98342888	-1
ENSG00000244153	WWP1P1	NA	3	98376646	98379414	1
ENSG00000239445	ST3GAL6-AS1	100874207	3	98433174	98451495	-1
ENSG00000064225	ST3GAL6	10402	3	98451080	98540045	1
ENSG00000249274	PDLIM1P4	NA	3	98501032	98502037	1
ENSG00000057019	DCBLD2	131566	3	98514785	98620533	-1
ENSG00000206712	RNU6-26P	100873741	3	98523822	98523928	-1
ENSG00000239462	CTD-2021J15.1	NA	3	98621268	98737406	1
ENSG00000207331	RNU6-1263P	NA	3	98627303	98627408	1
ENSG00000240476	LINC00973	100506377	3	98699902	98701940	1
ENSG00000241305	ACTG1P13	NA	3	98934068	98935110	-1
ENSG00000240572	RP11-121C1.1	NA	3	99045221	99045396	-1
ENSG00000266030	AC078828.1	NA	3	99085645	99085733	-1
ENSG00000243296	RP11-779P15.1	NA	3	99219191	99224352	1
ENSG00000243089	RP11-779P15.2	NA	3	99226031	99245957	-1
ENSG00000244464	RP11-201E8.1	NA	3	99316908	99342664	1
ENSG00000144810	COL8A1	1295	3	99357319	99518070	1
ENSG00000263810	AC055723.1	NA	3	99410324	99410415	-1
ENSG00000273374	RP11-383I23.2	NA	3	99521543	99524902	-1
ENSG00000184220	CMSS1	84319	3	99536678	99897447	1
ENSG00000168386	FILIP1L	11259	3	99548985	99833357	-1
ENSG00000264897	MIR3921	100500859	3	99683158	99683242	-1
ENSG00000261533	RP11-15N24.4	NA	3	99898411	99900574	1
ENSG00000235156	TMEM30C	644444	3	99904531	99913035	1
ENSG00000238377	SNORD61	NA	3	99940365	99940436	-1
ENSG00000243974	VTI1BP1	NA	3	99944218	99944917	1
ENSG00000036054	TBC1D23	55773	3	99979844	100044095	1
ENSG00000114021	NIT2	56954	3	100053545	100075710	1
ENSG00000273488	RP11-114I8.4	NA	3	100080031	100080481	1
ENSG00000154174	TOMM70A	9868	3	100082275	100120242	-1
ENSG00000206535	LNP1	348801	3	100120037	100175163	1
ENSG00000181458	TMEM45A	55076	3	100211463	100296288	1
ENSG00000144820	GPR128	84873	3	100328433	100414323	1
ENSG00000252989	SNORA31	NA	3	100364965	100365041	1
ENSG00000243495	GMFBP1	NA	3	100383894	100384320	-1
ENSG00000114354	TFG	10342	3	100428205	100467810	1
ENSG00000154175	ABI3BP	25890	3	100468000	100712359	-1
ENSG00000213431	RP11-301G23.1	NA	3	100629819	100631019	-1
ENSG00000201642	RNU6-865P	NA	3	100671471	100671577	1
ENSG00000242573	ACTR3P3	NA	3	100881938	100882830	1
ENSG00000238312	snoU13	NA	3	100920676	100920779	1
ENSG00000081148	IMPG2	50939	3	100941390	101039404	-1
ENSG00000138468	SENP7	57337	3	101043049	101232085	-1
ENSG00000241738	ZNF90P1	NA	3	101076136	101078086	1
ENSG00000232830	RP11-144C15.1	NA	3	101133072	101133477	1
ENSG00000201554	Y_RNA	NA	3	101177374	101177470	1
ENSG00000238525	snoU13	NA	3	101220999	101221101	1
ENSG00000175841	FAM172BP	131909	3	101237711	101242731	1
ENSG00000174173	TRMT10C	54931	3	101280706	101285290	1
ENSG00000081154	PCNP	57092	3	101292939	101313281	1
ENSG00000242299	RP11-234A1.1	NA	3	101295333	101295791	-1
ENSG00000243396	RP11-454H13.1	NA	3	101318087	101318488	-1
ENSG00000252348	RNU6-1256P	NA	3	101334670	101334772	1
ENSG00000212319	Y_RNA	NA	3	101347154	101347250	-1
ENSG00000201511	Y_RNA	NA	3	101366265	101366366	1
ENSG00000066422	ZBTB11	27107	3	101367733	101396339	-1
ENSG00000201121	Y_RNA	NA	3	101380904	101381008	-1
ENSG00000256628	ZBTB11-AS1	100009676	3	101395274	101398061	1
ENSG00000114391	RPL24	6152	3	101399935	101405626	-1
ENSG00000244119	PDCL3P4	285359	3	101431316	101432035	1
ENSG00000182504	CEP97	79598	3	101442769	101489406	1
ENSG00000144815	NXPE3	91775	3	101498046	101547073	1
ENSG00000249474	RP11-49I4.3	NA	3	101542637	101543842	-1
ENSG00000144802	NFKBIZ	64332	3	101546835	101579866	1
ENSG00000214407	RP11-221J22.1	152225	3	101659703	101716770	1
ENSG00000202177	Y_RNA	NA	3	101673921	101674029	1
ENSG00000241280	RP11-221J22.2	152225	3	101679202	101716770	1
ENSG00000170044	ZPLD1	131368	3	101818088	102198685	1
ENSG00000241754	RP11-280H21.1	NA	3	102382007	102392757	-1
ENSG00000201065	RNU6-461P	NA	3	102473908	102474014	-1
ENSG00000201922	RNU1-43P	NA	3	102878804	102878968	1
ENSG00000236691	NDUFA4P2	NA	3	102959831	102960074	1
ENSG00000265328	MIR548AB	100616336	3	103242877	103242960	-1
ENSG00000240107	RP11-628J14.1	NA	3	103257479	103259331	-1
ENSG00000243195	TUBBP11	NA	3	103349505	103349756	1
ENSG00000265076	AC016970.1	NA	3	103773552	103773640	-1
ENSG00000214405	RP11-40M23.1	NA	3	103781883	103782426	1
ENSG00000243635	RP11-281P11.1	NA	3	104221544	104222110	1
ENSG00000170017	ALCAM	214	3	105085753	105295744	1
ENSG00000114423	CBLB	868	3	105374305	105588396	-1
ENSG00000244652	RP11-93B21.1	NA	3	106044584	106045140	-1
ENSG00000200610	Y_RNA	NA	3	106234744	106234845	1
ENSG00000200361	Y_RNA	NA	3	106407525	106407626	1
ENSG00000242759	LINC00882	100302640	3	106555658	106959488	-1
ENSG00000239997	FCF1P3	NA	3	106567518	106568107	1
ENSG00000241787	MTND4P16	NA	3	106613199	106614565	-1
ENSG00000239632	RP11-52L11.9	NA	3	106614576	106615255	-1
ENSG00000242214	MTND3P6	NA	3	106615330	106615668	-1
ENSG00000242836	RP11-52L11.7	NA	3	106615738	106616518	-1
ENSG00000249580	RP11-52L11.6	NA	3	106616518	106617115	-1
ENSG00000243658	MTND5P16	NA	3	106617736	106619438	1
ENSG00000240034	MTND6P6	NA	3	106619440	106619702	-1
ENSG00000250630	RP11-52L11.4	NA	3	106619701	106619928	-1
ENSG00000239586	MTND1P16	NA	3	106619915	106620812	1
ENSG00000240796	MTND2P14	NA	3	106621020	106621370	1
ENSG00000252626	RNU6-1308P	NA	3	106726415	106726517	1
ENSG00000239455	RP11-561O4.1	NA	3	106823758	106825847	-1
ENSG00000243701	LINC00883	344595	3	106959539	107045811	1
ENSG00000239828	RP11-446H18.5	101929579	3	106991458	107101007	-1
ENSG00000241218	RP11-446H18.1	NA	3	107046677	107048044	-1
ENSG00000272597	RP11-446H18.6	NA	3	107048277	107048809	1
ENSG00000220989	AC063944.1	NA	3	107084029	107084134	1
ENSG00000138483	CCDC54	84692	3	107096188	107097481	1
ENSG00000273125	RP11-115H18.1	101929607	3	107149777	107182759	1
ENSG00000114439	BBX	56987	3	107241783	107530171	1
ENSG00000241469	LINC00635	151658	3	107559075	107600847	-1
ENSG00000240423	LINC00636	285205	3	107602095	107647754	1
ENSG00000196776	CD47	961	3	107762145	107809872	-1
ENSG00000271856	RP11-861A13.4	101929623	3	107844668	107857457	1
ENSG00000114446	IFT57	55081	3	107879659	107941417	-1
ENSG00000114455	HHLA2	11148	3	108015376	108097132	1
ENSG00000221724	AC078855.1	NA	3	108039239	108039325	1
ENSG00000243188	HNRNPA1P17	NA	3	108044367	108045661	-1
ENSG00000144821	MYH15	22989	3	108099216	108248169	-1
ENSG00000241634	RP11-381E24.1	NA	3	108262214	108262722	-1
ENSG00000163507	KIAA1524	57650	3	108268716	108308491	-1
ENSG00000202379	SNORA70	NA	3	108293412	108293545	1
ENSG00000198919	DZIP3	9666	3	108308529	108413693	1
ENSG00000241777	RP11-148O7.2	NA	3	108444287	108444383	-1
ENSG00000163515	RETNLB	84666	3	108462271	108476231	-1
ENSG00000163519	TRAT1	50852	3	108541545	108573852	1
ENSG00000138472	GUCA1C	9626	3	108626639	108672742	-1
ENSG00000114487	MORC1	27136	3	108677086	108836989	-1
ENSG00000221633	U3	NA	3	108737757	108737963	-1
ENSG00000239314	MORC1-AS1	NA	3	108820303	108829189	1
ENSG00000241224	RP11-59E19.1	401081	3	108855561	108868973	1
ENSG00000261364	RP11-59E19.4	NA	3	108895285	108896212	-1
ENSG00000214381	LINC00488	677779	3	108897012	108904104	1
ENSG00000252889	RNU6-1236P	NA	3	108943976	108944074	1
ENSG00000239288	RP11-59E19.3	NA	3	108960354	108961972	1
ENSG00000163530	DPPA2	151871	3	109012635	109035364	-1
ENSG00000121570	DPPA4	55211	3	109044988	109056419	-1
ENSG00000241257	RP11-397K18.1	NA	3	109082894	109083081	-1
ENSG00000244561	RP11-702L6.1	NA	3	109115463	109116717	1
ENSG00000230618	H3F3AP3	NA	3	109128525	109128931	-1
ENSG00000228980	RP11-702L6.4	401082	3	109128837	109214014	1
ENSG00000244196	PPIAP15	NA	3	109190176	109190659	-1
ENSG00000252541	AC092905.1	NA	3	109216492	109216576	1
ENSG00000265956	MIR4445	100616129	3	109321675	109321744	1
ENSG00000242029	RP11-457K10.1	NA	3	109366954	109529708	1
ENSG00000271249	RP11-424I3.1	NA	3	109420303	109421065	-1
ENSG00000214380	RP11-457K10.2	NA	3	109634823	109635787	-1
ENSG00000243945	RP11-696F10.1	NA	3	109696387	109696614	-1
ENSG00000240895	RP11-119D18.1	NA	3	110246329	110248429	-1
ENSG00000221206	RNU6ATAC15P	NA	3	110270692	110270812	-1
ENSG00000244722	RP11-179A18.1	NA	3	110401133	110402001	-1
ENSG00000201426	Y_RNA	NA	3	110445868	110445968	1
ENSG00000206532	RP11-553A10.1	NA	3	110607231	110612323	-1
ENSG00000242242	PVRL3-AS1	100506555	3	110612555	110790400	-1
ENSG00000177707	PVRL3	25945	3	110788918	110994410	1
ENSG00000153283	CD96	10225	3	111011566	111384597	1
ENSG00000239311	RP11-615J4.3	NA	3	111185160	111215942	-1
ENSG00000244142	ATP6V0CP2	NA	3	111197584	111197790	1
ENSG00000240787	RP11-615J4.4	NA	3	111289485	111289901	-1
ENSG00000177494	ZBED2	79413	3	111311747	111314290	-1
ENSG00000244720	RP11-402J7.2	NA	3	111352519	111353936	1
ENSG00000240891	PLCXD2	257068	3	111393523	111565294	1
ENSG00000240766	PLCXD2-AS1	NA	3	111395583	111396280	-1
ENSG00000144824	PHLDB2	90102	3	111451344	111695364	1
ENSG00000144827	ABHD10	55347	3	111697857	111712210	1
ENSG00000144834	TAGLN3	29114	3	111717511	111732734	1
ENSG00000239439	RFKP2	NA	3	111749778	111750496	-1
ENSG00000176040	TMPRSS7	344805	3	111753690	111800116	1
ENSG00000114529	C3orf52	79669	3	111805182	111849851	1
ENSG00000207940	MIR567	693152	3	111831648	111831745	1
ENSG00000174500	GCSAM	257144	3	111839688	111852152	-1
ENSG00000261488	RP11-757F18.5	NA	3	111852270	111854206	1
ENSG00000172139	SLC9C1	285335	3	111859734	112013105	-1
ENSG00000244144	RP11-757F18.3	NA	3	111904327	111904845	-1
ENSG00000239482	RP11-90K6.1	NA	3	112021325	112051638	1
ENSG00000091972	CD200	4345	3	112051194	112081659	1
ENSG00000243081	RP11-231E6.1	NA	3	112115494	112127981	-1
ENSG00000186265	BTLA	151888	3	112182815	112218408	-1
ENSG00000242525	OR7E100P	NA	3	112243034	112244048	-1
ENSG00000144848	ATG3	64422	3	112251356	112280893	-1
ENSG00000138459	SLC35A5	55032	3	112280556	112304424	1
ENSG00000272761	RP11-572C15.6	100506621	3	112315641	112320749	-1
ENSG00000091986	CCDC80	151887	3	112323407	112368377	-1
ENSG00000242308	RP11-572C15.3	NA	3	112415755	112416553	-1
ENSG00000240893	RP11-572C15.5	101929694	3	112455294	112468166	-1
ENSG00000242770	RP11-180K7.1	NA	3	112521325	112531666	1
ENSG00000206531	CD200R1L	344807	3	112534556	112565703	-1
ENSG00000163606	CD200R1	131450	3	112640056	112693969	-1
ENSG00000272844	RP11-484K9.4	29083	3	112709294	112710000	-1
ENSG00000163607	GTPBP8	29083	3	112709765	112733907	1
ENSG00000163608	C3orf17	25871	3	112721287	112738708	-1
ENSG00000240057	RP11-572M11.4	NA	3	112738379	112902148	1
ENSG00000243483	RP11-572M11.2	NA	3	112760237	112760661	-1
ENSG00000241219	RP11-572M11.1	NA	3	112769759	112782290	-1
ENSG00000238593	AC078785.1	NA	3	112811291	112811372	-1
ENSG00000253076	SNORD112	NA	3	112856813	112856888	-1
ENSG00000243795	RP11-572M11.3	101929717	3	112861197	112886666	-1
ENSG00000144857	BOC	91653	3	112929850	113006303	1
ENSG00000206530	WDR52	55779	3	113005777	113160457	-1
ENSG00000240751	RP11-553D4.2	NA	3	113079114	113080166	1
ENSG00000243849	WDR52-AS1	100874029	3	113122838	113152839	1
ENSG00000163611	SPICE1	152185	3	113161565	113234034	-1
ENSG00000072858	SIDT1	54847	3	113251143	113348425	1
ENSG00000239453	SIDT1-AS1	NA	3	113307595	113309036	-1
ENSG00000265253	MIR4446	100616476	3	113313723	113313789	1
ENSG00000241529	RN7SL767P	NA	3	113351551	113351827	1
ENSG00000176542	KIAA2018	205717	3	113367232	113415493	-1
ENSG00000121579	NAA50	80218	3	113435307	113465147	-1
ENSG00000239280	RP11-271C24.3	NA	3	113459670	113460101	-1
ENSG00000242659	RP11-271C24.2	NA	3	113465719	113466255	-1
ENSG00000114573	ATP6V1A	523	3	113465866	113530903	1
ENSG00000178075	GRAMD1C	54762	3	113547029	113666021	1
ENSG00000240776	RP11-435F17.1	NA	3	113569084	113569578	-1
ENSG00000241889	RP11-435F17.3	NA	3	113604145	113604878	1
ENSG00000240375	VPS26AP1	NA	3	113638069	113639047	1
ENSG00000273394	RP11-255E6.6	NA	3	113665852	113666417	-1
ENSG00000184307	ZDHHC23	254887	3	113666748	113684248	1
ENSG00000163617	KIAA1407	57577	3	113682984	113775460	-1
ENSG00000270880	RP11-255E6.5	NA	3	113702884	113703502	1
ENSG00000151576	QTRTD1	79691	3	113724680	113807269	1
ENSG00000240912	RP11-274J15.2	NA	3	113822096	113822475	-1
ENSG00000151577	DRD3	1814	3	113847499	113918254	-1
ENSG00000241490	RP11-553L6.2	101929734	3	113933160	113955051	1
ENSG00000240487	RP11-553L6.3	NA	3	113950245	113951868	-1
ENSG00000174255	ZNF80	7634	3	113953483	113956425	-1
ENSG00000181847	TIGIT	201633	3	113995760	114029135	1
ENSG00000259976	RP11-553L6.5	NA	3	114033348	114035026	-1
ENSG00000207770	MIR568	693153	3	114035322	114035416	-1
ENSG00000181722	ZBTB20	26137	3	114056941	114866118	-1
ENSG00000241560	ZBTB20-AS1	100131117	3	114070658	114107825	1
ENSG00000242290	RP11-197K3.1	NA	3	114172440	114238979	1
ENSG00000241295	ZBTB20-AS2	NA	3	114403427	114406456	1
ENSG00000264623	MIR4796	100616166	3	114462292	114462372	-1
ENSG00000239946	ZBTB20-AS3	NA	3	114591961	114595361	1
ENSG00000240002	YBX1P3	NA	3	114649388	114650296	1
ENSG00000242767	ZBTB20-AS4	NA	3	114819270	114821908	1
ENSG00000242880	RP11-190P13.2	NA	3	114970043	115004194	1
ENSG00000244157	RP11-190P13.1	NA	3	114997972	114998707	1
ENSG00000172020	GAP43	2596	3	115342171	115440337	1
ENSG00000241596	RP11-326J18.1	NA	3	115377380	115380126	1
ENSG00000185565	LSAMP	4045	3	115521235	117716095	-1
ENSG00000243359	RN7SL815P	NA	3	115556715	115557005	1
ENSG00000240922	LSAMP-AS1	101926903	3	116078871	116088937	1
ENSG00000241397	LINC00903	NA	3	116271320	116287111	1
ENSG00000241156	RN7SL582P	NA	3	116301401	116301677	-1
ENSG00000198406	BZW1P2	NA	3	116364592	116365574	-1
ENSG00000243197	TUSC7	285194	3	116428082	116442428	1
ENSG00000265433	MIR4447	100616485	3	116569124	116569214	-1
ENSG00000242385	LINC00901	100506724	3	116640278	116651085	1
ENSG00000200372	RNU5E-8P	NA	3	116683959	116684074	-1
ENSG00000243014	PTMAP8	NA	3	116745545	116745886	1
ENSG00000206889	RNU6-1200P	NA	3	117263052	117263158	1
ENSG00000239268	RP11-384F7.2	NA	3	117391001	117716439	-1
ENSG00000240393	RP11-768G7.1	NA	3	117393189	117393991	-1
ENSG00000241213	RP11-768G7.2	NA	3	117397540	117409779	-1
ENSG00000242816	RP11-768G7.3	NA	3	117509520	117512612	1
ENSG00000243276	RP11-384F7.1	NA	3	117723666	118276515	-1
ENSG00000144847	IGSF11	152404	3	118619404	118864915	-1
ENSG00000239877	IGSF11-AS1	100506765	3	118661920	118667088	1
ENSG00000163424	C3orf30	152405	3	118864997	118878889	1
ENSG00000251012	RP11-484M3.5	NA	3	118866222	118906654	1
ENSG00000114638	UPK1B	7348	3	118892364	118924000	1
ENSG00000121578	B4GALT4	8702	3	118930579	118959950	-1
ENSG00000240254	B4GALT4-AS1	NA	3	118945333	119009513	1
ENSG00000031081	ARHGAP31	57514	3	119013220	119139561	1
ENSG00000242829	RPS26P21	NA	3	119017512	119017859	1
ENSG00000241155	ARHGAP31-AS1	NA	3	119033140	119041607	-1
ENSG00000207310	RNU6-1127P	NA	3	119060681	119060787	-1
ENSG00000176142	TMEM39A	55254	3	119148347	119187677	-1
ENSG00000163389	POGLUT1	56983	3	119187785	119213555	1
ENSG00000272662	RP11-190C22.8	NA	3	119216525	119217028	-1
ENSG00000113845	TIMMDC1	51300	3	119217379	119243937	1
ENSG00000121594	CD80	941	3	119243140	119278449	-1
ENSG00000272967	RP11-190C22.9	NA	3	119298059	119298497	-1
ENSG00000144843	ADPRH	141	3	119298115	119308792	1
ENSG00000144837	PLA1A	51365	3	119316689	119348658	1
ENSG00000242052	RP11-190C22.1	NA	3	119354373	119354997	-1
ENSG00000121577	POPDC2	64091	3	119355304	119384171	-1
ENSG00000138495	COX17	10063	3	119373360	119396301	-1
ENSG00000183833	MAATS1	89876	3	119421869	119485949	1
ENSG00000239994	RP11-169N13.4	NA	3	119462986	119469197	-1
ENSG00000144852	NR1I2	8856	3	119499331	119537332	1
ENSG00000240471	PHBP8	NA	3	119510676	119511400	1
ENSG00000082701	GSK3B	2932	3	119540170	119813264	-1
ENSG00000239835	RP11-767L7.1	NA	3	119747587	119748715	1
ENSG00000241546	RP11-767L7.2	NA	3	119760037	119760384	1
ENSG00000242622	RP11-18H7.1	NA	3	119813742	119855630	1
ENSG00000244308	RN7SL762P	NA	3	119829345	119829633	-1
ENSG00000244139	RN7SL397P	NA	3	119840756	119841051	1
ENSG00000175697	GPR156	165829	3	119883492	120003941	-1
ENSG00000206721	Y_RNA	NA	3	119929167	119929268	1
ENSG00000240882	RP11-174O3.1	NA	3	120025573	120026799	1
ENSG00000163428	LRRC58	116064	3	120043356	120068186	-1
ENSG00000240661	RP11-174O3.3	NA	3	120068357	120086845	1
ENSG00000242613	RP11-174O3.4	NA	3	120106876	120108162	1
