GO.ID	Term	Annotated	Significant	Expected	Fisher
GO:0006883	cellular sodium ion homeostasis	1	0	0	1.0000
GO:0006884	cell volume homeostasis	2	0	0,01	1.0000
GO:0006885	regulation of pH	5	0	0,01	1.0000
GO:0006886	intracellular protein transport	100	0	0,26	1.0000
GO:0006887	exocytosis	23	0	0,06	1.0000
GO:0006888	ER to Golgi vesicle-mediated transport	7	0	0,02	1.0000
GO:0006890	retrograde vesicle-mediated transport, G...	3	0	0,01	1.0000
GO:0006891	intra-Golgi vesicle-mediated transport	2	0	0,01	1.0000
GO:0006892	post-Golgi vesicle-mediated transport	4	0	0,01	1.0000
GO:0006893	Golgi to plasma membrane transport	2	0	0,01	1.0000
GO:0006897	endocytosis	52	0	0,14	1.0000
GO:0006898	receptor-mediated endocytosis	18	0	0,05	1.0000
GO:0006900	membrane budding	12	0	0,03	1.0000
GO:0006901	vesicle coating	10	0	0,03	1.0000
GO:0006903	vesicle targeting	7	0	0,02	1.0000
GO:0006904	vesicle docking involved in exocytosis	1	0	0	1.0000
GO:0006906	vesicle fusion	4	0	0,01	1.0000
GO:0006907	pinocytosis	4	0	0,01	1.0000
GO:0006909	phagocytosis	24	0	0,06	1.0000
GO:0006910	phagocytosis, recognition	1	0	0	1.0000
GO:0006911	phagocytosis, engulfment	2	0	0,01	1.0000
GO:0006913	nucleocytoplasmic transport	47	0	0,12	1.0000
GO:0006914	autophagy	16	0	0,04	1.0000
GO:0006915	apoptotic process	167	0	0,44	1.0000
GO:0006919	activation of cysteine-type endopeptidas...	11	0	0,03	1.0000
GO:0006921	cellular component disassembly involved ...	11	0	0,03	1.0000
GO:0006925	inflammatory cell apoptotic process	1	0	0	1.0000
GO:0006927	transformed cell apoptotic process	1	0	0	1.0000
GO:0006928	cellular component movement	184	0	0,49	1.0000
GO:0006929	substrate-dependent cell migration	1	0	0	1.0000
GO:0006935	chemotaxis	86	0	0,23	1.0000
GO:0006937	regulation of muscle contraction	19	0	0,05	1.0000
GO:0006939	smooth muscle contraction	13	0	0,03	1.0000
GO:0006940	regulation of smooth muscle contraction	7	0	0,02	1.0000
GO:0006941	striated muscle contraction	14	0	0,04	1.0000
GO:0006942	regulation of striated muscle contractio...	10	0	0,03	1.0000
GO:0006949	syncytium formation	3	0	0,01	1.0000
GO:0006950	response to stress	344	0	0,91	1.0000
GO:0006952	defense response	162	0	0,43	1.0000
GO:0006953	acute-phase response	3	0	0,01	1.0000
GO:0006954	inflammatory response	83	0	0,22	1.0000
GO:0006955	immune response	139	0	0,37	1.0000
GO:0006956	complement activation	5	0	0,01	1.0000
GO:0006957	complement activation, alternative pathw...	2	0	0,01	1.0000
GO:0006958	complement activation, classical pathway	3	0	0,01	1.0000
GO:0006959	humoral immune response	8	0	0,02	1.0000
GO:0006968	cellular defense response	9	0	0,02	1.0000
GO:0006970	response to osmotic stress	5	0	0,01	1.0000
GO:0006971	hypotonic response	2	0	0,01	1.0000
GO:0006972	hyperosmotic response	2	0	0,01	1.0000
GO:0006974	cellular response to DNA damage stimulus	65	0	0,17	1.0000
GO:0006977	DNA damage response, signal transduction...	2	0	0,01	1.0000
GO:0006978	DNA damage response, signal transduction...	1	0	0	1.0000
GO:0006979	response to oxidative stress	27	0	0,07	1.0000
GO:0006982	response to lipid hydroperoxide	2	0	0,01	1.0000
GO:0006983	ER overload response	2	0	0,01	1.0000
GO:0006984	ER-nucleus signaling pathway	12	0	0,03	1.0000
GO:0006986	response to unfolded protein	14	0	0,04	1.0000
GO:0006987	activation of signaling protein activity...	6	0	0,02	1.0000
GO:0006991	response to sterol depletion	2	0	0,01	1.0000
GO:0006997	nucleus organization	7	0	0,02	1.0000
GO:0006998	nuclear envelope organization	4	0	0,01	1.0000
GO:0007000	nucleolus organization	1	0	0	1.0000
GO:0007004	telomere maintenance via telomerase	2	0	0,01	1.0000
GO:0007006	mitochondrial membrane organization	4	0	0,01	1.0000
GO:0007007	inner mitochondrial membrane organizatio...	2	0	0,01	1.0000
GO:0007008	outer mitochondrial membrane organizatio...	1	0	0	1.0000
GO:0007009	plasma membrane organization	18	0	0,05	1.0000
GO:0007010	cytoskeleton organization	93	0	0,25	1.0000
GO:0007015	actin filament organization	29	0	0,08	1.0000
GO:0007016	cytoskeletal anchoring at plasma membran...	3	0	0,01	1.0000
GO:0007017	microtubule-based process	54	0	0,14	1.0000
GO:0007018	microtubule-based movement	22	0	0,06	1.0000
GO:0007019	microtubule depolymerization	4	0	0,01	1.0000
GO:0007020	microtubule nucleation	1	0	0	1.0000
GO:0007021	tubulin complex assembly	1	0	0	1.0000
GO:0007023	post-chaperonin tubulin folding pathway	1	0	0	1.0000
GO:0007026	negative regulation of microtubule depol...	4	0	0,01	1.0000
GO:0007029	endoplasmic reticulum organization	4	0	0,01	1.0000
GO:0007030	Golgi organization	5	0	0,01	1.0000
GO:0007031	peroxisome organization	2	0	0,01	1.0000
GO:0007032	endosome organization	1	0	0	1.0000
GO:0007033	vacuole organization	5	0	0,01	1.0000
GO:0007034	vacuolar transport	6	0	0,02	1.0000
GO:0007035	vacuolar acidification	1	0	0	1.0000
GO:0007040	lysosome organization	2	0	0,01	1.0000
GO:0007041	lysosomal transport	6	0	0,02	1.0000
GO:0007043	cell-cell junction assembly	8	0	0,02	1.0000
GO:0007044	cell-substrate junction assembly	4	0	0,01	1.0000
GO:0007045	cell-substrate adherens junction assembl...	4	0	0,01	1.0000
GO:0007049	cell cycle	146	0	0,39	1.0000
GO:0007050	cell cycle arrest	18	0	0,05	1.0000
GO:0007051	spindle organization	13	0	0,03	1.0000
GO:0007052	mitotic spindle organization	7	0	0,02	1.0000
GO:0007059	chromosome segregation	18	0	0,05	1.0000
GO:0007060	male meiosis chromosome segregation	1	0	0	1.0000
GO:0007062	sister chromatid cohesion	4	0	0,01	1.0000
GO:0007063	regulation of sister chromatid cohesion	1	0	0	1.0000
GO:0007064	mitotic sister chromatid cohesion	2	0	0,01	1.0000
GO:0007067	mitosis	41	0	0,11	1.0000
GO:0007076	mitotic chromosome condensation	2	0	0,01	1.0000
GO:0007077	mitotic nuclear envelope disassembly	3	0	0,01	1.0000
GO:0007080	mitotic metaphase plate congression	3	0	0,01	1.0000
GO:0007084	mitotic nuclear envelope reassembly	1	0	0	1.0000
GO:0007088	regulation of mitosis	10	0	0,03	1.0000
GO:0007091	metaphase/anaphase transition of mitotic...	5	0	0,01	1.0000
GO:0007093	mitotic cell cycle checkpoint	16	0	0,04	1.0000
GO:0007094	mitotic spindle assembly checkpoint	5	0	0,01	1.0000
GO:0007095	mitotic G2 DNA damage checkpoint	2	0	0,01	1.0000
GO:0007096	regulation of exit from mitosis	2	0	0,01	1.0000
GO:0007098	centrosome cycle	6	0	0,02	1.0000
GO:0007099	centriole replication	4	0	0,01	1.0000
GO:0007113	endomitotic cell cycle	1	0	0	1.0000
GO:0007126	meiotic nuclear division	15	0	0,04	1.0000
GO:0007127	meiosis I	9	0	0,02	1.0000
GO:0007128	meiotic prophase I	1	0	0	1.0000
GO:0007129	synapsis	4	0	0,01	1.0000
GO:0007130	synaptonemal complex assembly	1	0	0	1.0000
GO:0007131	reciprocal meiotic recombination	7	0	0,02	1.0000
GO:0007140	male meiosis	3	0	0,01	1.0000
GO:0007141	male meiosis I	2	0	0,01	1.0000
GO:0007143	female meiosis	1	0	0	1.0000
GO:0007144	female meiosis I	1	0	0	1.0000
GO:0007154	cell communication	543	0	1,43	1.0000
GO:0007155	cell adhesion	175	0	0,46	1.0000
GO:0007156	homophilic cell adhesion	70	0	0,18	1.0000
GO:0007157	heterophilic cell-cell adhesion	3	0	0,01	1.0000
GO:0007158	neuron cell-cell adhesion	2	0	0,01	1.0000
GO:0007159	leukocyte cell-cell adhesion	4	0	0,01	1.0000
GO:0007160	cell-matrix adhesion	15	0	0,04	1.0000
GO:0007162	negative regulation of cell adhesion	11	0	0,03	1.0000
GO:0007163	establishment or maintenance of cell pol...	16	0	0,04	1.0000
GO:0007164	establishment of tissue polarity	5	0	0,01	1.0000
GO:0007165	signal transduction	470	0	1,24	1.0000
GO:0007166	cell surface receptor signaling pathway	306	0	0,81	1.0000
GO:0007167	enzyme linked receptor protein signaling...	112	0	0,3	1.0000
GO:0007169	transmembrane receptor protein tyrosine ...	86	0	0,23	1.0000
GO:0007171	activation of transmembrane receptor pro...	2	0	0,01	1.0000
GO:0007172	signal complex assembly	1	0	0	1.0000
GO:0007173	epidermal growth factor receptor signali...	29	0	0,08	1.0000
GO:0007174	epidermal growth factor catabolic proces...	1	0	0	1.0000
GO:0007178	transmembrane receptor protein serine/th...	28	0	0,07	1.0000
GO:0007179	transforming growth factor beta receptor...	14	0	0,04	1.0000
GO:0007182	common-partner SMAD protein phosphorylat...	1	0	0	1.0000
GO:0007184	SMAD protein import into nucleus	2	0	0,01	1.0000
GO:0007185	transmembrane receptor protein tyrosine ...	1	0	0	1.0000
GO:0007186	G-protein coupled receptor signaling pat...	84	0	0,22	1.0000
GO:0007187	G-protein coupled receptor signaling pat...	24	0	0,06	1.0000
GO:0007188	adenylate cyclase-modulating G-protein c...	19	0	0,05	1.0000
GO:0007189	adenylate cyclase-activating G-protein c...	7	0	0,02	1.0000
GO:0007190	activation of adenylate cyclase activity	3	0	0,01	1.0000
GO:0007191	adenylate cyclase-activating dopamine re...	3	0	0,01	1.0000
GO:0007193	adenylate cyclase-inhibiting G-protein c...	9	0	0,02	1.0000
GO:0007194	negative regulation of adenylate cyclase...	8	0	0,02	1.0000
GO:0007195	adenylate cyclase-inhibiting dopamine re...	2	0	0,01	1.0000
GO:0007196	adenylate cyclase-inhibiting G-protein c...	1	0	0	1.0000
GO:0007198	adenylate cyclase-inhibiting serotonin r...	1	0	0	1.0000
GO:0007200	phospholipase C-activating G-protein cou...	10	0	0,03	1.0000
GO:0007202	activation of phospholipase C activity	7	0	0,02	1.0000
GO:0007204	positive regulation of cytosolic calcium...	27	0	0,07	1.0000
GO:0007205	protein kinase C-activating G-protein co...	6	0	0,02	1.0000
GO:0007206	phospholipase C-activating G-protein cou...	1	0	0	1.0000
GO:0007210	serotonin receptor signaling pathway	3	0	0,01	1.0000
GO:0007212	dopamine receptor signaling pathway	4	0	0,01	1.0000
GO:0007213	G-protein coupled acetylcholine receptor...	1	0	0	1.0000
GO:0007214	gamma-aminobutyric acid signaling pathwa...	7	0	0,02	1.0000
GO:0007215	glutamate receptor signaling pathway	7	0	0,02	1.0000
GO:0007216	G-protein coupled glutamate receptor sig...	3	0	0,01	1.0000
GO:0007218	neuropeptide signaling pathway	7	0	0,02	1.0000
GO:0007219	Notch signaling pathway	15	0	0,04	1.0000
GO:0007223	Wnt signaling pathway, calcium modulatin...	1	0	0	1.0000
GO:0007224	smoothened signaling pathway	12	0	0,03	1.0000
GO:0007229	integrin-mediated signaling pathway	8	0	0,02	1.0000
GO:0007249	I-kappaB kinase/NF-kappaB signaling	27	0	0,07	1.0000
GO:0007252	I-kappaB phosphorylation	1	0	0	1.0000
GO:0007254	JNK cascade	17	0	0,04	1.0000
GO:0007256	activation of JNKK activity	1	0	0	1.0000
GO:0007257	activation of JUN kinase activity	2	0	0,01	1.0000
GO:0007259	JAK-STAT cascade	20	0	0,05	1.0000
GO:0007260	tyrosine phosphorylation of STAT protein	16	0	0,04	1.0000
GO:0007262	STAT protein import into nucleus	2	0	0,01	1.0000
GO:0007263	nitric oxide mediated signal transductio...	1	0	0	1.0000
GO:0007264	small GTPase mediated signal transductio...	68	0	0,18	1.0000
GO:0007265	Ras protein signal transduction	38	0	0,1	1.0000
GO:0007266	Rho protein signal transduction	19	0	0,05	1.0000
GO:0007267	cell-cell signaling	149	0	0,39	1.0000
GO:0007268	synaptic transmission	96	0	0,25	1.0000
GO:0007269	neurotransmitter secretion	9	0	0,02	1.0000
GO:0007270	neuron-neuron synaptic transmission	14	0	0,04	1.0000
GO:0007271	synaptic transmission, cholinergic	2	0	0,01	1.0000
GO:0007272	ensheathment of neurons	8	0	0,02	1.0000
GO:0007274	neuromuscular synaptic transmission	1	0	0	1.0000
GO:0007276	gamete generation	51	0	0,13	1.0000
GO:0007281	germ cell development	14	0	0,04	1.0000
GO:0007283	spermatogenesis	41	0	0,11	1.0000
GO:0007286	spermatid development	7	0	0,02	1.0000
GO:0007288	sperm axoneme assembly	1	0	0	1.0000
GO:0007289	spermatid nucleus differentiation	1	0	0	1.0000
GO:0007292	female gamete generation	7	0	0,02	1.0000
GO:0007320	insemination	2	0	0,01	1.0000
GO:0007338	single fertilization	11	0	0,03	1.0000
GO:0007339	binding of sperm to zona pellucida	2	0	0,01	1.0000
GO:0007340	acrosome reaction	5	0	0,01	1.0000
GO:0007341	penetration of zona pellucida	1	0	0	1.0000
GO:0007342	fusion of sperm to egg plasma membrane	1	0	0	1.0000
GO:0007346	regulation of mitotic cell cycle	27	0	0,07	1.0000
GO:0007350	blastoderm segmentation	3	0	0,01	1.0000
GO:0007351	tripartite regional subdivision	3	0	0,01	1.0000
GO:0007354	zygotic determination of anterior/poster...	1	0	0	1.0000
GO:0007356	thorax and anterior abdomen determinatio...	1	0	0	1.0000
GO:0007368	determination of left/right symmetry	11	0	0,03	1.0000
GO:0007369	gastrulation	14	0	0,04	1.0000
GO:0007379	segment specification	2	0	0,01	1.0000
GO:0007398	ectoderm development	1	0	0	1.0000
GO:0007399	nervous system development	240	0	0,63	1.0000
GO:0007403	glial cell fate determination	1	0	0	1.0000
GO:0007405	neuroblast proliferation	5	0	0,01	1.0000
GO:0007406	negative regulation of neuroblast prolif...	1	0	0	1.0000
GO:0007409	axonogenesis	62	0	0,16	1.0000
GO:0007411	axon guidance	51	0	0,13	1.0000
GO:0007413	axonal fasciculation	5	0	0,01	1.0000
GO:0007416	synapse assembly	22	0	0,06	1.0000
GO:0007417	central nervous system development	91	0	0,24	1.0000
GO:0007420	brain development	70	0	0,18	1.0000
GO:0007422	peripheral nervous system development	7	0	0,02	1.0000
GO:0007423	sensory organ development	51	0	0,13	1.0000
GO:0007431	salivary gland development	5	0	0,01	1.0000
GO:0007435	salivary gland morphogenesis	4	0	0,01	1.0000
GO:0007440	foregut morphogenesis	2	0	0,01	1.0000
GO:0007442	hindgut morphogenesis	2	0	0,01	1.0000
GO:0007492	endoderm development	6	0	0,02	1.0000
GO:0007494	midgut development	2	0	0,01	1.0000
GO:0007498	mesoderm development	7	0	0,02	1.0000
GO:0007499	ectoderm and mesoderm interaction	1	0	0	1.0000
GO:0007512	adult heart development	2	0	0,01	1.0000
GO:0007517	muscle organ development	37	0	0,1	1.0000
GO:0007519	skeletal muscle tissue development	18	0	0,05	1.0000
GO:0007520	myoblast fusion	2	0	0,01	1.0000
GO:0007521	muscle cell fate determination	1	0	0	1.0000
GO:0007525	somatic muscle development	1	0	0	1.0000
GO:0007528	neuromuscular junction development	6	0	0,02	1.0000
GO:0007529	establishment of synaptic specificity at...	1	0	0	1.0000
GO:0007530	sex determination	2	0	0,01	1.0000
GO:0007548	sex differentiation	25	0	0,07	1.0000
GO:0007549	dosage compensation	1	0	0	1.0000
GO:0007565	female pregnancy	12	0	0,03	1.0000
GO:0007566	embryo implantation	4	0	0,01	1.0000
GO:0007567	parturition	1	0	0	1.0000
GO:0007569	cell aging	8	0	0,02	1.0000
GO:0007576	nucleolar fragmentation	1	0	0	1.0000
GO:0007584	response to nutrient	23	0	0,06	1.0000
GO:0007585	respiratory gaseous exchange	6	0	0,02	1.0000
GO:0007586	digestion	17	0	0,04	1.0000
GO:0007588	excretion	5	0	0,01	1.0000
GO:0007589	body fluid secretion	11	0	0,03	1.0000
GO:0007595	lactation	7	0	0,02	1.0000
GO:0007596	blood coagulation	46	0	0,12	1.0000
GO:0007597	blood coagulation, intrinsic pathway	4	0	0,01	1.0000
GO:0007599	hemostasis	46	0	0,12	1.0000
GO:0007600	sensory perception	55	0	0,15	1.0000
GO:0007601	visual perception	20	0	0,05	1.0000
GO:0007602	phototransduction	6	0	0,02	1.0000
GO:0007603	phototransduction, visible light	6	0	0,02	1.0000
GO:0007605	sensory perception of sound	19	0	0,05	1.0000
GO:0007606	sensory perception of chemical stimulus	8	0	0,02	1.0000
GO:0007608	sensory perception of smell	3	0	0,01	1.0000
GO:0007610	behavior	71	0	0,19	1.0000
GO:0007611	learning or memory	22	0	0,06	1.0000
GO:0007612	learning	12	0	0,03	1.0000
GO:0007613	memory	10	0	0,03	1.0000
GO:0007614	short-term memory	1	0	0	1.0000
GO:0007616	long-term memory	4	0	0,01	1.0000
GO:0007617	mating behavior	3	0	0,01	1.0000
GO:0007618	mating	6	0	0,02	1.0000
GO:0007619	courtship behavior	2	0	0,01	1.0000
GO:0007620	copulation	3	0	0,01	1.0000
GO:0007621	negative regulation of female receptivit...	1	0	0	1.0000
GO:0007622	rhythmic behavior	2	0	0,01	1.0000
GO:0007623	circadian rhythm	14	0	0,04	1.0000
GO:0007625	grooming behavior	2	0	0,01	1.0000
GO:0007626	locomotory behavior	20	0	0,05	1.0000
GO:0007628	adult walking behavior	5	0	0,01	1.0000
GO:0007631	feeding behavior	10	0	0,03	1.0000
GO:0007632	visual behavior	7	0	0,02	1.0000
GO:0007635	chemosensory behavior	2	0	0,01	1.0000
GO:0007638	mechanosensory behavior	1	0	0	1.0000
GO:0008015	blood circulation	43	0	0,11	1.0000
GO:0008016	regulation of heart contraction	13	0	0,03	1.0000
GO:0008033	tRNA processing	7	0	0,02	1.0000
GO:0008037	cell recognition	16	0	0,04	1.0000
GO:0008038	neuron recognition	9	0	0,02	1.0000
GO:0008045	motor neuron axon guidance	1	0	0	1.0000
GO:0008049	male courtship behavior	1	0	0	1.0000
GO:0008050	female courtship behavior	1	0	0	1.0000
GO:0008053	mitochondrial fusion	2	0	0,01	1.0000
GO:0008064	regulation of actin polymerization or de...	16	0	0,04	1.0000
GO:0008088	axon cargo transport	3	0	0,01	1.0000
GO:0008089	anterograde axon cargo transport	2	0	0,01	1.0000
GO:0008104	protein localization	201	0	0,53	1.0000
GO:0008105	asymmetric protein localization	4	0	0,01	1.0000
GO:0008154	actin polymerization or depolymerization	19	0	0,05	1.0000
GO:0008156	negative regulation of DNA replication	2	0	0,01	1.0000
GO:0008202	steroid metabolic process	20	0	0,05	1.0000
GO:0008203	cholesterol metabolic process	7	0	0,02	1.0000
GO:0008206	bile acid metabolic process	7	0	0,02	1.0000
GO:0008209	androgen metabolic process	3	0	0,01	1.0000
GO:0008210	estrogen metabolic process	2	0	0,01	1.0000
GO:0008211	glucocorticoid metabolic process	1	0	0	1.0000
GO:0008213	protein alkylation	7	0	0,02	1.0000
GO:0008214	protein dealkylation	1	0	0	1.0000
GO:0008217	regulation of blood pressure	19	0	0,05	1.0000
GO:0008219	cell death	185	0	0,49	1.0000
GO:0008228	opsonization	2	0	0,01	1.0000
GO:0008272	sulfate transport	2	0	0,01	1.0000
GO:0008277	regulation of G-protein coupled receptor...	15	0	0,04	1.0000
GO:0008283	cell proliferation	185	0	0,49	1.0000
GO:0008284	positive regulation of cell proliferatio...	91	0	0,24	1.0000
GO:0008285	negative regulation of cell proliferatio...	57	0	0,15	1.0000
GO:0008286	insulin receptor signaling pathway	20	0	0,05	1.0000
GO:0008291	acetylcholine metabolic process	1	0	0	1.0000
GO:0008299	isoprenoid biosynthetic process	2	0	0,01	1.0000
GO:0008306	associative learning	8	0	0,02	1.0000
GO:0008333	endosome to lysosome transport	3	0	0,01	1.0000
GO:0008334	histone mRNA metabolic process	5	0	0,01	1.0000
GO:0008340	determination of adult lifespan	1	0	0	1.0000
GO:0008343	adult feeding behavior	3	0	0,01	1.0000
GO:0008344	adult locomotory behavior	8	0	0,02	1.0000
GO:0008347	glial cell migration	2	0	0,01	1.0000
GO:0008354	germ cell migration	1	0	0	1.0000
GO:0008356	asymmetric cell division	2	0	0,01	1.0000
GO:0008360	regulation of cell shape	11	0	0,03	1.0000
GO:0008361	regulation of cell size	10	0	0,03	1.0000
GO:0008366	axon ensheathment	8	0	0,02	1.0000
GO:0008380	RNA splicing	31	0	0,08	1.0000
GO:0008406	gonad development	15	0	0,04	1.0000
GO:0008542	visual learning	7	0	0,02	1.0000
GO:0008543	fibroblast growth factor receptor signal...	28	0	0,07	1.0000
GO:0008544	epidermis development	18	0	0,05	1.0000
GO:0008584	male gonad development	6	0	0,02	1.0000
GO:0008585	female gonad development	9	0	0,02	1.0000
GO:0008589	regulation of smoothened signaling pathw...	7	0	0,02	1.0000
GO:0008593	regulation of Notch signaling pathway	7	0	0,02	1.0000
GO:0008595	anterior/posterior axis specification, e...	3	0	0,01	1.0000
GO:0008608	attachment of spindle microtubules to ki...	4	0	0,01	1.0000
GO:0008610	lipid biosynthetic process	46	0	0,12	1.0000
GO:0008612	peptidyl-lysine modification to hypusine	1	0	0	1.0000
GO:0008616	queuosine biosynthetic process	1	0	0	1.0000
GO:0008625	extrinsic apoptotic signaling pathway vi...	6	0	0,02	1.0000
GO:0008628	hormone-mediated apoptotic signaling pat...	1	0	0	1.0000
GO:0008630	intrinsic apoptotic signaling pathway in...	8	0	0,02	1.0000
GO:0008631	intrinsic apoptotic signaling pathway in...	5	0	0,01	1.0000
GO:0008637	apoptotic mitochondrial changes	11	0	0,03	1.0000
GO:0008643	carbohydrate transport	17	0	0,04	1.0000
GO:0008645	hexose transport	14	0	0,04	1.0000
GO:0008652	cellular amino acid biosynthetic process	12	0	0,03	1.0000
GO:0008654	phospholipid biosynthetic process	18	0	0,05	1.0000
GO:0009052	pentose-phosphate shunt, non-oxidative b...	1	0	0	1.0000
GO:0009056	catabolic process	241	0	0,64	1.0000
GO:0009057	macromolecule catabolic process	112	0	0,3	1.0000
GO:0009060	aerobic respiration	5	0	0,01	1.0000
GO:0009062	fatty acid catabolic process	9	0	0,02	1.0000
GO:0009063	cellular amino acid catabolic process	11	0	0,03	1.0000
GO:0009064	glutamine family amino acid metabolic pr...	4	0	0,01	1.0000
GO:0009066	aspartate family amino acid metabolic pr...	4	0	0,01	1.0000
GO:0009067	aspartate family amino acid biosynthetic...	3	0	0,01	1.0000
GO:0009068	aspartate family amino acid catabolic pr...	1	0	0	1.0000
GO:0009069	serine family amino acid metabolic proce...	5	0	0,01	1.0000
GO:0009070	serine family amino acid biosynthetic pr...	2	0	0,01	1.0000
GO:0009071	serine family amino acid catabolic proce...	3	0	0,01	1.0000
GO:0009072	aromatic amino acid family metabolic pro...	1	0	0	1.0000
GO:0009074	aromatic amino acid family catabolic pro...	1	0	0	1.0000
GO:0009078	pyruvate family amino acid metabolic pro...	1	0	0	1.0000
GO:0009080	pyruvate family amino acid catabolic pro...	1	0	0	1.0000
GO:0009081	branched-chain amino acid metabolic proc...	3	0	0,01	1.0000
GO:0009083	branched-chain amino acid catabolic proc...	2	0	0,01	1.0000
GO:0009084	glutamine family amino acid biosynthetic...	1	0	0	1.0000
GO:0009086	methionine biosynthetic process	3	0	0,01	1.0000
GO:0009093	cysteine catabolic process	1	0	0	1.0000
GO:0009100	glycoprotein metabolic process	54	0	0,14	1.0000
GO:0009101	glycoprotein biosynthetic process	47	0	0,12	1.0000
GO:0009108	coenzyme biosynthetic process	10	0	0,03	1.0000
GO:0009109	coenzyme catabolic process	2	0	0,01	1.0000
GO:0009112	nucleobase metabolic process	7	0	0,02	1.0000
GO:0009113	purine nucleobase biosynthetic process	1	0	0	1.0000
GO:0009116	nucleoside metabolic process	76	0	0,2	1.0000
GO:0009117	nucleotide metabolic process	109	0	0,29	1.0000
GO:0009118	regulation of nucleoside metabolic proce...	35	0	0,09	1.0000
GO:0009119	ribonucleoside metabolic process	68	0	0,18	1.0000
GO:0009120	deoxyribonucleoside metabolic process	1	0	0	1.0000
GO:0009123	nucleoside monophosphate metabolic proce...	15	0	0,04	1.0000
GO:0009124	nucleoside monophosphate biosynthetic pr...	3	0	0,01	1.0000
GO:0009125	nucleoside monophosphate catabolic proce...	11	0	0,03	1.0000
GO:0009126	purine nucleoside monophosphate metaboli...	14	0	0,04	1.0000
GO:0009127	purine nucleoside monophosphate biosynth...	2	0	0,01	1.0000
GO:0009128	purine nucleoside monophosphate cataboli...	11	0	0,03	1.0000
GO:0009129	pyrimidine nucleoside monophosphate meta...	1	0	0	1.0000
GO:0009130	pyrimidine nucleoside monophosphate bios...	1	0	0	1.0000
GO:0009132	nucleoside diphosphate metabolic process	2	0	0,01	1.0000
GO:0009134	nucleoside diphosphate catabolic process	2	0	0,01	1.0000
GO:0009135	purine nucleoside diphosphate metabolic ...	1	0	0	1.0000
GO:0009137	purine nucleoside diphosphate catabolic ...	1	0	0	1.0000
GO:0009141	nucleoside triphosphate metabolic proces...	59	0	0,16	1.0000
GO:0009142	nucleoside triphosphate biosynthetic pro...	3	0	0,01	1.0000
GO:0009143	nucleoside triphosphate catabolic proces...	56	0	0,15	1.0000
GO:0009144	purine nucleoside triphosphate metabolic...	58	0	0,15	1.0000
GO:0009145	purine nucleoside triphosphate biosynthe...	3	0	0,01	1.0000
GO:0009146	purine nucleoside triphosphate catabolic...	55	0	0,15	1.0000
GO:0009147	pyrimidine nucleoside triphosphate metab...	3	0	0,01	1.0000
GO:0009148	pyrimidine nucleoside triphosphate biosy...	3	0	0,01	1.0000
GO:0009150	purine ribonucleotide metabolic process	85	0	0,22	1.0000
GO:0009151	purine deoxyribonucleotide metabolic pro...	2	0	0,01	1.0000
GO:0009152	purine ribonucleotide biosynthetic proce...	21	0	0,06	1.0000
GO:0009154	purine ribonucleotide catabolic process	58	0	0,15	1.0000
GO:0009155	purine deoxyribonucleotide catabolic pro...	2	0	0,01	1.0000
GO:0009156	ribonucleoside monophosphate biosyntheti...	3	0	0,01	1.0000
GO:0009158	ribonucleoside monophosphate catabolic p...	11	0	0,03	1.0000
GO:0009161	ribonucleoside monophosphate metabolic p...	15	0	0,04	1.0000
GO:0009163	nucleoside biosynthetic process	10	0	0,03	1.0000
GO:0009164	nucleoside catabolic process	55	0	0,15	1.0000
GO:0009165	nucleotide biosynthetic process	27	0	0,07	1.0000
GO:0009166	nucleotide catabolic process	70	0	0,18	1.0000
GO:0009167	purine ribonucleoside monophosphate meta...	14	0	0,04	1.0000
GO:0009168	purine ribonucleoside monophosphate bios...	2	0	0,01	1.0000
GO:0009169	purine ribonucleoside monophosphate cata...	11	0	0,03	1.0000
GO:0009173	pyrimidine ribonucleoside monophosphate ...	1	0	0	1.0000
GO:0009174	pyrimidine ribonucleoside monophosphate ...	1	0	0	1.0000
GO:0009179	purine ribonucleoside diphosphate metabo...	1	0	0	1.0000
GO:0009181	purine ribonucleoside diphosphate catabo...	1	0	0	1.0000
GO:0009185	ribonucleoside diphosphate metabolic pro...	1	0	0	1.0000
GO:0009187	cyclic nucleotide metabolic process	21	0	0,06	1.0000
GO:0009190	cyclic nucleotide biosynthetic process	15	0	0,04	1.0000
GO:0009191	ribonucleoside diphosphate catabolic pro...	1	0	0	1.0000
GO:0009199	ribonucleoside triphosphate metabolic pr...	57	0	0,15	1.0000
GO:0009200	deoxyribonucleoside triphosphate metabol...	1	0	0	1.0000
GO:0009201	ribonucleoside triphosphate biosynthetic...	3	0	0,01	1.0000
GO:0009203	ribonucleoside triphosphate catabolic pr...	54	0	0,14	1.0000
GO:0009204	deoxyribonucleoside triphosphate catabol...	1	0	0	1.0000
GO:0009205	purine ribonucleoside triphosphate metab...	57	0	0,15	1.0000
GO:0009206	purine ribonucleoside triphosphate biosy...	3	0	0,01	1.0000
GO:0009207	purine ribonucleoside triphosphate catab...	54	0	0,14	1.0000
GO:0009208	pyrimidine ribonucleoside triphosphate m...	3	0	0,01	1.0000
GO:0009209	pyrimidine ribonucleoside triphosphate b...	3	0	0,01	1.0000
GO:0009214	cyclic nucleotide catabolic process	3	0	0,01	1.0000
GO:0009215	purine deoxyribonucleoside triphosphate ...	1	0	0	1.0000
