GO.ID	Term	Annotated	Significant	Expected	Fisher
GO:0003219	cardiac right ventricle formation	4	0	0	1.00000
GO:0003220	left ventricular cardiac muscle tissue m...	1	0	0	1.00000
GO:0003221	right ventricular cardiac muscle tissue ...	2	0	0	1.00000
GO:0003222	ventricular trabecula myocardium morphog...	9	0	0	1.00000
GO:0003223	ventricular compact myocardium morphogen...	2	0	0	1.00000
GO:0003228	atrial cardiac muscle tissue development	6	0	0	1.00000
GO:0003229	ventricular cardiac muscle tissue develo...	44	0	0,01	1.00000
GO:0003230	cardiac atrium development	30	0	0,01	1.00000
GO:0003231	cardiac ventricle development	93	0	0,03	1.00000
GO:0003235	sinus venosus development	1	0	0	1.00000
GO:0003236	sinus venosus morphogenesis	1	0	0	1.00000
GO:0003241	growth involved in heart morphogenesis	3	0	0	1.00000
GO:0003245	cardiac muscle tissue growth involved in...	1	0	0	1.00000
GO:0003249	cell proliferation involved in heart val...	1	0	0	1.00000
GO:0003250	regulation of cell proliferation involve...	1	0	0	1.00000
GO:0003251	positive regulation of cell proliferatio...	1	0	0	1.00000
GO:0003253	cardiac neural crest cell migration invo...	3	0	0	1.00000
GO:0003254	regulation of membrane depolarization	30	0	0,01	1.00000
GO:0003256	regulation of transcription from RNA pol...	7	0	0	1.00000
GO:0003257	positive regulation of transcription fro...	4	0	0	1.00000
GO:0003259	cardioblast anterior-lateral migration	1	0	0	1.00000
GO:0003260	cardioblast migration	1	0	0	1.00000
GO:0003263	cardioblast proliferation	9	0	0	1.00000
GO:0003264	regulation of cardioblast proliferation	9	0	0	1.00000
GO:0003266	regulation of secondary heart field card...	9	0	0	1.00000
GO:0003270	Notch signaling pathway involved in regu...	1	0	0	1.00000
GO:0003272	endocardial cushion formation	12	0	0	1.00000
GO:0003273	cell migration involved in endocardial c...	3	0	0	1.00000
GO:0003275	apoptotic process involved in outflow tr...	2	0	0	1.00000
GO:0003278	apoptotic process involved in heart morp...	5	0	0	1.00000
GO:0003279	cardiac septum development	64	0	0,02	1.00000
GO:0003281	ventricular septum development	44	0	0,01	1.00000
GO:0003283	atrial septum development	17	0	0	1.00000
GO:0003284	septum primum development	5	0	0	1.00000
GO:0003285	septum secundum development	3	0	0	1.00000
GO:0003289	atrial septum primum morphogenesis	4	0	0	1.00000
GO:0003290	atrial septum secundum morphogenesis	2	0	0	1.00000
GO:0003294	atrial ventricular junction remodeling	2	0	0	1.00000
GO:0003298	physiological muscle hypertrophy	8	0	0	1.00000
GO:0003299	muscle hypertrophy in response to stress	11	0	0	1.00000
GO:0003300	cardiac muscle hypertrophy	36	0	0,01	1.00000
GO:0003301	physiological cardiac muscle hypertrophy	8	0	0	1.00000
GO:0003306	Wnt signaling pathway involved in heart ...	11	0	0	1.00000
GO:0003307	regulation of Wnt signaling pathway invo...	7	0	0	1.00000
GO:0003308	negative regulation of Wnt signaling pat...	6	0	0	1.00000
GO:0003309	type B pancreatic cell differentiation	18	0	0	1.00000
GO:0003310	pancreatic A cell differentiation	7	0	0	1.00000
GO:0003311	pancreatic D cell differentiation	1	0	0	1.00000
GO:0003312	pancreatic PP cell differentiation	2	0	0	1.00000
GO:0003318	cell migration to the midline involved i...	1	0	0	1.00000
GO:0003321	positive regulation of blood pressure by...	7	0	0	1.00000
GO:0003322	pancreatic A cell development	1	0	0	1.00000
GO:0003323	type B pancreatic cell development	14	0	0	1.00000
GO:0003326	pancreatic A cell fate commitment	2	0	0	1.00000
GO:0003327	type B pancreatic cell fate commitment	1	0	0	1.00000
GO:0003329	pancreatic PP cell fate commitment	2	0	0	1.00000
GO:0003330	regulation of extracellular matrix const...	3	0	0	1.00000
GO:0003331	positive regulation of extracellular mat...	3	0	0	1.00000
GO:0003333	amino acid transmembrane transport	20	0	0,01	1.00000
GO:0003334	keratinocyte development	5	0	0	1.00000
GO:0003337	mesenchymal to epithelial transition inv...	14	0	0	1.00000
GO:0003338	metanephros morphogenesis	32	0	0,01	1.00000
GO:0003339	regulation of mesenchymal to epithelial ...	8	0	0	1.00000
GO:0003340	negative regulation of mesenchymal to ep...	3	0	0	1.00000
GO:0003341	cilium movement	26	0	0,01	1.00000
GO:0003342	proepicardium development	1	0	0	1.00000
GO:0003343	septum transversum development	1	0	0	1.00000
GO:0003344	pericardium morphogenesis	5	0	0	1.00000
GO:0003348	cardiac endothelial cell differentiation	6	0	0	1.00000
GO:0003350	pulmonary myocardium development	3	0	0	1.00000
GO:0003351	epithelial cilium movement	17	0	0	1.00000
GO:0003352	regulation of cilium movement	6	0	0	1.00000
GO:0003356	regulation of cilium beat frequency	2	0	0	1.00000
GO:0003357	noradrenergic neuron differentiation	7	0	0	1.00000
GO:0003358	noradrenergic neuron development	3	0	0	1.00000
GO:0003359	noradrenergic neuron fate commitment	1	0	0	1.00000
GO:0003360	brainstem development	7	0	0	1.00000
GO:0003363	lamellipodium assembly involved in amebo...	1	0	0	1.00000
GO:0003365	establishment of cell polarity involved ...	2	0	0	1.00000
GO:0003373	dynamin polymerization involved in membr...	1	0	0	1.00000
GO:0003374	dynamin polymerization involved in mitoc...	1	0	0	1.00000
GO:0003376	sphingosine-1-phosphate signaling pathwa...	2	0	0	1.00000
GO:0003382	epithelial cell morphogenesis	42	0	0,01	1.00000
GO:0003383	apical constriction	4	0	0	1.00000
GO:0003401	axis elongation	30	0	0,01	1.00000
GO:0003402	planar cell polarity pathway involved in...	5	0	0	1.00000
GO:0003404	optic vesicle morphogenesis	1	0	0	1.00000
GO:0003406	retinal pigment epithelium development	3	0	0	1.00000
GO:0003407	neural retina development	36	0	0,01	1.00000
GO:0003408	optic cup formation involved in camera-t...	3	0	0	1.00000
GO:0003409	optic cup structural organization	1	0	0	1.00000
GO:0003413	chondrocyte differentiation involved in ...	5	0	0	1.00000
GO:0003414	chondrocyte morphogenesis involved in en...	1	0	0	1.00000
GO:0003415	chondrocyte hypertrophy	3	0	0	1.00000
GO:0003416	endochondral bone growth	18	0	0	1.00000
GO:0003417	growth plate cartilage development	12	0	0	1.00000
GO:0003418	growth plate cartilage chondrocyte diffe...	3	0	0	1.00000
GO:0003419	growth plate cartilage chondrocyte proli...	4	0	0	1.00000
GO:0003420	regulation of growth plate cartilage cho...	2	0	0	1.00000
GO:0003429	growth plate cartilage chondrocyte morph...	1	0	0	1.00000
GO:0003430	growth plate cartilage chondrocyte growt...	1	0	0	1.00000
GO:0003431	growth plate cartilage chondrocyte devel...	1	0	0	1.00000
GO:0003433	chondrocyte development involved in endo...	2	0	0	1.00000
GO:0005513	detection of calcium ion	12	0	0	1.00000
GO:0005975	carbohydrate metabolic process	833	0	0,22	1.00000
GO:0005976	polysaccharide metabolic process	107	0	0,03	1.00000
GO:0005977	glycogen metabolic process	72	0	0,02	1.00000
GO:0005978	glycogen biosynthetic process	47	0	0,01	1.00000
GO:0005979	regulation of glycogen biosynthetic proc...	27	0	0,01	1.00000
GO:0005980	glycogen catabolic process	23	0	0,01	1.00000
GO:0005981	regulation of glycogen catabolic process	6	0	0	1.00000
GO:0005982	starch metabolic process	1	0	0	1.00000
GO:0005983	starch catabolic process	1	0	0	1.00000
GO:0005984	disaccharide metabolic process	5	0	0	1.00000
GO:0005985	sucrose metabolic process	1	0	0	1.00000
GO:0005988	lactose metabolic process	2	0	0	1.00000
GO:0005989	lactose biosynthetic process	2	0	0	1.00000
GO:0005991	trehalose metabolic process	1	0	0	1.00000
GO:0005993	trehalose catabolic process	1	0	0	1.00000
GO:0005996	monosaccharide metabolic process	298	0	0,08	1.00000
GO:0005997	xylulose metabolic process	4	0	0	1.00000
GO:0005998	xylulose catabolic process	1	0	0	1.00000
GO:0005999	xylulose biosynthetic process	2	0	0	1.00000
GO:0006000	fructose metabolic process	11	0	0	1.00000
GO:0006001	fructose catabolic process	2	0	0	1.00000
GO:0006002	fructose 6-phosphate metabolic process	6	0	0	1.00000
GO:0006003	fructose 2,6-bisphosphate metabolic proc...	5	0	0	1.00000
GO:0006004	fucose metabolic process	16	0	0	1.00000
GO:0006006	glucose metabolic process	232	0	0,06	1.00000
GO:0006007	glucose catabolic process	79	0	0,02	1.00000
GO:0006011	UDP-glucose metabolic process	5	0	0	1.00000
GO:0006012	galactose metabolic process	12	0	0	1.00000
GO:0006013	mannose metabolic process	7	0	0	1.00000
GO:0006014	D-ribose metabolic process	2	0	0	1.00000
GO:0006015	5-phosphoribose 1-diphosphate biosynthet...	4	0	0	1.00000
GO:0006020	inositol metabolic process	10	0	0	1.00000
GO:0006021	inositol biosynthetic process	4	0	0	1.00000
GO:0006022	aminoglycan metabolic process	172	0	0,05	1.00000
GO:0006023	aminoglycan biosynthetic process	106	0	0,03	1.00000
GO:0006024	glycosaminoglycan biosynthetic process	105	0	0,03	1.00000
GO:0006026	aminoglycan catabolic process	66	0	0,02	1.00000
GO:0006027	glycosaminoglycan catabolic process	59	0	0,02	1.00000
GO:0006029	proteoglycan metabolic process	90	0	0,02	1.00000
GO:0006030	chitin metabolic process	7	0	0	1.00000
GO:0006032	chitin catabolic process	7	0	0	1.00000
GO:0006037	cell wall chitin metabolic process	1	0	0	1.00000
GO:0006040	amino sugar metabolic process	38	0	0,01	1.00000
GO:0006041	glucosamine metabolic process	4	0	0	1.00000
GO:0006042	glucosamine biosynthetic process	1	0	0	1.00000
GO:0006043	glucosamine catabolic process	1	0	0	1.00000
GO:0006044	N-acetylglucosamine metabolic process	16	0	0	1.00000
GO:0006045	N-acetylglucosamine biosynthetic process	2	0	0	1.00000
GO:0006047	UDP-N-acetylglucosamine metabolic proces...	10	0	0	1.00000
GO:0006048	UDP-N-acetylglucosamine biosynthetic pro...	5	0	0	1.00000
GO:0006049	UDP-N-acetylglucosamine catabolic proces...	1	0	0	1.00000
GO:0006050	mannosamine metabolic process	2	0	0	1.00000
GO:0006051	N-acetylmannosamine metabolic process	2	0	0	1.00000
GO:0006054	N-acetylneuraminate metabolic process	9	0	0	1.00000
GO:0006059	hexitol metabolic process	2	0	0	1.00000
GO:0006060	sorbitol metabolic process	1	0	0	1.00000
GO:0006062	sorbitol catabolic process	1	0	0	1.00000
GO:0006063	uronic acid metabolic process	18	0	0	1.00000
GO:0006064	glucuronate catabolic process	1	0	0	1.00000
GO:0006065	UDP-glucuronate biosynthetic process	3	0	0	1.00000
GO:0006066	alcohol metabolic process	353	0	0,1	1.00000
GO:0006067	ethanol metabolic process	14	0	0	1.00000
GO:0006068	ethanol catabolic process	6	0	0	1.00000
GO:0006069	ethanol oxidation	11	0	0	1.00000
GO:0006071	glycerol metabolic process	22	0	0,01	1.00000
GO:0006072	glycerol-3-phosphate metabolic process	6	0	0	1.00000
GO:0006073	cellular glucan metabolic process	73	0	0,02	1.00000
GO:0006081	cellular aldehyde metabolic process	42	0	0,01	1.00000
GO:0006083	acetate metabolic process	3	0	0	1.00000
GO:0006084	acetyl-CoA metabolic process	28	0	0,01	1.00000
GO:0006085	acetyl-CoA biosynthetic process	15	0	0	1.00000
GO:0006086	acetyl-CoA biosynthetic process from pyr...	12	0	0	1.00000
GO:0006089	lactate metabolic process	5	0	0	1.00000
GO:0006090	pyruvate metabolic process	34	0	0,01	1.00000
GO:0006094	gluconeogenesis	68	0	0,02	1.00000
GO:0006096	glycolysis	64	0	0,02	1.00000
GO:0006097	glyoxylate cycle	2	0	0	1.00000
GO:0006098	pentose-phosphate shunt	14	0	0	1.00000
GO:0006099	tricarboxylic acid cycle	29	0	0,01	1.00000
GO:0006101	citrate metabolic process	6	0	0	1.00000
GO:0006102	isocitrate metabolic process	5	0	0	1.00000
GO:0006103	2-oxoglutarate metabolic process	16	0	0	1.00000
GO:0006104	succinyl-CoA metabolic process	5	0	0	1.00000
GO:0006105	succinate metabolic process	11	0	0	1.00000
GO:0006106	fumarate metabolic process	3	0	0	1.00000
GO:0006107	oxaloacetate metabolic process	10	0	0	1.00000
GO:0006108	malate metabolic process	7	0	0	1.00000
GO:0006109	regulation of carbohydrate metabolic pro...	122	0	0,03	1.00000
GO:0006110	regulation of glycolysis	23	0	0,01	1.00000
GO:0006111	regulation of gluconeogenesis	27	0	0,01	1.00000
GO:0006112	energy reserve metabolic process	168	0	0,05	1.00000
GO:0006114	glycerol biosynthetic process	3	0	0	1.00000
GO:0006116	NADH oxidation	3	0	0	1.00000
GO:0006117	acetaldehyde metabolic process	1	0	0	1.00000
GO:0006121	mitochondrial electron transport, succin...	1	0	0	1.00000
GO:0006122	mitochondrial electron transport, ubiqui...	5	0	0	1.00000
GO:0006123	mitochondrial electron transport, cytoch...	2	0	0	1.00000
GO:0006139	nucleobase-containing compound metabolic...	5479	0	1,48	1.00000
GO:0006140	regulation of nucleotide metabolic proce...	496	0	0,13	1.00000
GO:0006144	purine nucleobase metabolic process	39	0	0,01	1.00000
GO:0006145	purine nucleobase catabolic process	3	0	0	1.00000
GO:0006147	guanine catabolic process	1	0	0	1.00000
GO:0006148	inosine catabolic process	1	0	0	1.00000
GO:0006152	purine nucleoside catabolic process	605	0	0,16	1.00000
GO:0006154	adenosine catabolic process	3	0	0	1.00000
GO:0006157	deoxyadenosine catabolic process	1	0	0	1.00000
GO:0006163	purine nucleotide metabolic process	901	0	0,24	1.00000
GO:0006164	purine nucleotide biosynthetic process	215	0	0,06	1.00000
GO:0006165	nucleoside diphosphate phosphorylation	8	0	0	1.00000
GO:0006166	purine ribonucleoside salvage	4	0	0	1.00000
GO:0006167	AMP biosynthetic process	6	0	0	1.00000
GO:0006168	adenine salvage	2	0	0	1.00000
GO:0006171	cAMP biosynthetic process	101	0	0,03	1.00000
GO:0006172	ADP biosynthetic process	2	0	0	1.00000
GO:0006173	dADP biosynthetic process	1	0	0	1.00000
GO:0006174	dADP phosphorylation	1	0	0	1.00000
GO:0006175	dATP biosynthetic process	1	0	0	1.00000
GO:0006177	GMP biosynthetic process	3	0	0	1.00000
GO:0006178	guanine salvage	1	0	0	1.00000
GO:0006182	cGMP biosynthetic process	25	0	0,01	1.00000
GO:0006183	GTP biosynthetic process	10	0	0	1.00000
GO:0006184	GTP catabolic process	455	0	0,12	1.00000
GO:0006185	dGDP biosynthetic process	1	0	0	1.00000
GO:0006186	dGDP phosphorylation	1	0	0	1.00000
GO:0006188	IMP biosynthetic process	10	0	0	1.00000
GO:0006189	'de novo' IMP biosynthetic process	6	0	0	1.00000
GO:0006193	ITP catabolic process	1	0	0	1.00000
GO:0006195	purine nucleotide catabolic process	664	0	0,18	1.00000
GO:0006196	AMP catabolic process	2	0	0	1.00000
GO:0006198	cAMP catabolic process	19	0	0,01	1.00000
GO:0006200	ATP catabolic process	140	0	0,04	1.00000
GO:0006203	dGTP catabolic process	3	0	0	1.00000
GO:0006206	pyrimidine nucleobase metabolic process	32	0	0,01	1.00000
GO:0006207	'de novo' pyrimidine nucleobase biosynth...	3	0	0	1.00000
GO:0006208	pyrimidine nucleobase catabolic process	7	0	0	1.00000
GO:0006210	thymine catabolic process	2	0	0	1.00000
GO:0006211	5-methylcytosine catabolic process	1	0	0	1.00000
GO:0006212	uracil catabolic process	2	0	0	1.00000
GO:0006213	pyrimidine nucleoside metabolic process	50	0	0,01	1.00000
GO:0006214	thymidine catabolic process	1	0	0	1.00000
GO:0006216	cytidine catabolic process	8	0	0	1.00000
GO:0006220	pyrimidine nucleotide metabolic process	42	0	0,01	1.00000
GO:0006221	pyrimidine nucleotide biosynthetic proce...	30	0	0,01	1.00000
GO:0006222	UMP biosynthetic process	11	0	0	1.00000
GO:0006225	UDP biosynthetic process	1	0	0	1.00000
GO:0006226	dUMP biosynthetic process	1	0	0	1.00000
GO:0006227	dUDP biosynthetic process	2	0	0	1.00000
GO:0006228	UTP biosynthetic process	11	0	0	1.00000
GO:0006231	dTMP biosynthetic process	1	0	0	1.00000
GO:0006233	dTDP biosynthetic process	2	0	0	1.00000
GO:0006235	dTTP biosynthetic process	3	0	0	1.00000
GO:0006240	dCDP biosynthetic process	1	0	0	1.00000
GO:0006241	CTP biosynthetic process	15	0	0	1.00000
GO:0006244	pyrimidine nucleotide catabolic process	8	0	0	1.00000
GO:0006256	UDP catabolic process	1	0	0	1.00000
GO:0006258	UDP-glucose catabolic process	2	0	0	1.00000
GO:0006259	DNA metabolic process	918	0	0,25	1.00000
GO:0006260	DNA replication	291	0	0,08	1.00000
GO:0006261	DNA-dependent DNA replication	115	0	0,03	1.00000
GO:0006264	mitochondrial DNA replication	11	0	0	1.00000
GO:0006265	DNA topological change	9	0	0	1.00000
GO:0006266	DNA ligation	13	0	0	1.00000
GO:0006268	DNA unwinding involved in DNA replicatio...	8	0	0	1.00000
GO:0006269	DNA replication, synthesis of RNA primer	4	0	0	1.00000
GO:0006270	DNA replication initiation	29	0	0,01	1.00000
GO:0006271	DNA strand elongation involved in DNA re...	34	0	0,01	1.00000
GO:0006272	leading strand elongation	1	0	0	1.00000
GO:0006273	lagging strand elongation	8	0	0	1.00000
GO:0006275	regulation of DNA replication	115	0	0,03	1.00000
GO:0006278	RNA-dependent DNA replication	20	0	0,01	1.00000
GO:0006281	DNA repair	414	0	0,11	1.00000
GO:0006282	regulation of DNA repair	55	0	0,01	1.00000
GO:0006283	transcription-coupled nucleotide-excisio...	47	0	0,01	1.00000
GO:0006284	base-excision repair	39	0	0,01	1.00000
GO:0006285	base-excision repair, AP site formation	8	0	0	1.00000
GO:0006287	base-excision repair, gap-filling	5	0	0	1.00000
GO:0006288	base-excision repair, DNA ligation	3	0	0	1.00000
GO:0006289	nucleotide-excision repair	78	0	0,02	1.00000
GO:0006290	pyrimidine dimer repair	7	0	0	1.00000
GO:0006295	nucleotide-excision repair, DNA incision...	3	0	0	1.00000
GO:0006296	nucleotide-excision repair, DNA incision...	3	0	0	1.00000
GO:0006297	nucleotide-excision repair, DNA gap fill...	19	0	0,01	1.00000
GO:0006298	mismatch repair	25	0	0,01	1.00000
GO:0006301	postreplication repair	18	0	0	1.00000
GO:0006302	double-strand break repair	129	0	0,03	1.00000
GO:0006303	double-strand break repair via nonhomolo...	17	0	0	1.00000
GO:0006304	DNA modification	76	0	0,02	1.00000
GO:0006305	DNA alkylation	47	0	0,01	1.00000
GO:0006306	DNA methylation	47	0	0,01	1.00000
GO:0006307	DNA dealkylation involved in DNA repair	7	0	0	1.00000
GO:0006308	DNA catabolic process	91	0	0,02	1.00000
GO:0006309	apoptotic DNA fragmentation	27	0	0,01	1.00000
GO:0006310	DNA recombination	227	0	0,06	1.00000
GO:0006311	meiotic gene conversion	4	0	0	1.00000
GO:0006312	mitotic recombination	36	0	0,01	1.00000
GO:0006313	transposition, DNA-mediated	3	0	0	1.00000
GO:0006323	DNA packaging	157	0	0,04	1.00000
GO:0006325	chromatin organization	578	0	0,16	1.00000
GO:0006333	chromatin assembly or disassembly	144	0	0,04	1.00000
GO:0006334	nucleosome assembly	107	0	0,03	1.00000
GO:0006335	DNA replication-dependent nucleosome ass...	2	0	0	1.00000
GO:0006336	DNA replication-independent nucleosome a...	23	0	0,01	1.00000
GO:0006337	nucleosome disassembly	17	0	0	1.00000
GO:0006338	chromatin remodeling	107	0	0,03	1.00000
GO:0006342	chromatin silencing	34	0	0,01	1.00000
GO:0006343	establishment of chromatin silencing	1	0	0	1.00000
GO:0006344	maintenance of chromatin silencing	3	0	0	1.00000
GO:0006346	methylation-dependent chromatin silencin...	10	0	0	1.00000
GO:0006348	chromatin silencing at telomere	2	0	0	1.00000
GO:0006349	regulation of gene expression by genetic...	16	0	0	1.00000
GO:0006351	transcription, DNA-templated	3282	0	0,88	1.00000
GO:0006352	DNA-templated transcription, initiation	227	0	0,06	1.00000
GO:0006353	DNA-templated transcription, termination	86	0	0,02	1.00000
GO:0006354	DNA-templated transcription, elongation	117	0	0,03	1.00000
GO:0006355	regulation of transcription, DNA-templat...	2943	0	0,79	1.00000
GO:0006356	regulation of transcription from RNA pol...	12	0	0	1.00000
GO:0006357	regulation of transcription from RNA pol...	1353	0	0,36	1.00000
GO:0006359	regulation of transcription from RNA pol...	18	0	0	1.00000
GO:0006360	transcription from RNA polymerase I prom...	42	0	0,01	1.00000
GO:0006361	transcription initiation from RNA polyme...	26	0	0,01	1.00000
GO:0006362	transcription elongation from RNA polyme...	21	0	0,01	1.00000
GO:0006363	termination of RNA polymerase I transcri...	24	0	0,01	1.00000
GO:0006364	rRNA processing	112	0	0,03	1.00000
GO:0006366	transcription from RNA polymerase II pro...	1557	0	0,42	1.00000
GO:0006367	transcription initiation from RNA polyme...	196	0	0,05	1.00000
GO:0006368	transcription elongation from RNA polyme...	82	0	0,02	1.00000
GO:0006369	termination of RNA polymerase II transcr...	46	0	0,01	1.00000
GO:0006370	7-methylguanosine mRNA capping	31	0	0,01	1.00000
GO:0006376	mRNA splice site selection	22	0	0,01	1.00000
GO:0006378	mRNA polyadenylation	25	0	0,01	1.00000
GO:0006379	mRNA cleavage	13	0	0	1.00000
GO:0006382	adenosine to inosine editing	3	0	0	1.00000
GO:0006383	transcription from RNA polymerase III pr...	53	0	0,01	1.00000
GO:0006384	transcription initiation from RNA polyme...	4	0	0	1.00000
GO:0006385	transcription elongation from RNA polyme...	18	0	0	1.00000
GO:0006386	termination of RNA polymerase III transc...	18	0	0	1.00000
GO:0006388	tRNA splicing, via endonucleolytic cleav...	7	0	0	1.00000
GO:0006390	transcription from mitochondrial promote...	9	0	0	1.00000
GO:0006391	transcription initiation from mitochondr...	3	0	0	1.00000
GO:0006393	termination of mitochondrial transcripti...	1	0	0	1.00000
GO:0006396	RNA processing	676	0	0,18	1.00000
GO:0006397	mRNA processing	420	0	0,11	1.00000
GO:0006398	histone mRNA 3'-end processing	6	0	0	1.00000
GO:0006399	tRNA metabolic process	126	0	0,03	1.00000
GO:0006400	tRNA modification	24	0	0,01	1.00000
GO:0006401	RNA catabolic process	223	0	0,06	1.00000
GO:0006402	mRNA catabolic process	194	0	0,05	1.00000
GO:0006403	RNA localization	148	0	0,04	1.00000
GO:0006404	RNA import into nucleus	2	0	0	1.00000
GO:0006405	RNA export from nucleus	80	0	0,02	1.00000
GO:0006406	mRNA export from nucleus	71	0	0,02	1.00000
GO:0006407	rRNA export from nucleus	2	0	0	1.00000
GO:0006408	snRNA export from nucleus	2	0	0	1.00000
GO:0006409	tRNA export from nucleus	1	0	0	1.00000
GO:0006413	translational initiation	158	0	0,04	1.00000
GO:0006414	translational elongation	108	0	0,03	1.00000
GO:0006415	translational termination	92	0	0,02	1.00000
GO:0006417	regulation of translation	240	0	0,06	1.00000
GO:0006418	tRNA aminoacylation for protein translat...	47	0	0,01	1.00000
GO:0006419	alanyl-tRNA aminoacylation	3	0	0	1.00000
GO:0006420	arginyl-tRNA aminoacylation	3	0	0	1.00000
GO:0006421	asparaginyl-tRNA aminoacylation	3	0	0	1.00000
GO:0006422	aspartyl-tRNA aminoacylation	1	0	0	1.00000
GO:0006423	cysteinyl-tRNA aminoacylation	2	0	0	1.00000
GO:0006424	glutamyl-tRNA aminoacylation	2	0	0	1.00000
GO:0006425	glutaminyl-tRNA aminoacylation	1	0	0	1.00000
GO:0006426	glycyl-tRNA aminoacylation	1	0	0	1.00000
GO:0006427	histidyl-tRNA aminoacylation	2	0	0	1.00000
GO:0006428	isoleucyl-tRNA aminoacylation	2	0	0	1.00000
GO:0006429	leucyl-tRNA aminoacylation	2	0	0	1.00000
GO:0006430	lysyl-tRNA aminoacylation	1	0	0	1.00000
GO:0006431	methionyl-tRNA aminoacylation	2	0	0	1.00000
GO:0006432	phenylalanyl-tRNA aminoacylation	4	0	0	1.00000
GO:0006433	prolyl-tRNA aminoacylation	2	0	0	1.00000
GO:0006434	seryl-tRNA aminoacylation	3	0	0	1.00000
GO:0006435	threonyl-tRNA aminoacylation	3	0	0	1.00000
GO:0006436	tryptophanyl-tRNA aminoacylation	2	0	0	1.00000
GO:0006437	tyrosyl-tRNA aminoacylation	2	0	0	1.00000
GO:0006438	valyl-tRNA aminoacylation	2	0	0	1.00000
GO:0006446	regulation of translational initiation	67	0	0,02	1.00000
GO:0006447	regulation of translational initiation b...	2	0	0	1.00000
GO:0006448	regulation of translational elongation	11	0	0	1.00000
GO:0006449	regulation of translational termination	7	0	0	1.00000
GO:0006450	regulation of translational fidelity	2	0	0	1.00000
GO:0006451	translational readthrough	6	0	0	1.00000
GO:0006452	translational frameshifting	3	0	0	1.00000
GO:0006457	protein folding	195	0	0,05	1.00000
GO:0006458	'de novo' protein folding	54	0	0,01	1.00000
GO:0006461	protein complex assembly	1019	0	0,27	1.00000
GO:0006463	steroid hormone receptor complex assembl...	1	0	0	1.00000
GO:0006465	signal peptide processing	9	0	0	1.00000
GO:0006468	protein phosphorylation	1203	0	0,32	1.00000
GO:0006469	negative regulation of protein kinase ac...	172	0	0,05	1.00000
GO:0006470	protein dephosphorylation	149	0	0,04	1.00000
GO:0006471	protein ADP-ribosylation	19	0	0,01	1.00000
GO:0006473	protein acetylation	141	0	0,04	1.00000
GO:0006474	N-terminal protein amino acid acetylatio...	11	0	0	1.00000
GO:0006475	internal protein amino acid acetylation	126	0	0,03	1.00000
GO:0006476	protein deacetylation	55	0	0,01	1.00000
GO:0006477	protein sulfation	6	0	0	1.00000
GO:0006478	peptidyl-tyrosine sulfation	2	0	0	1.00000
GO:0006479	protein methylation	97	0	0,03	1.00000
GO:0006480	N-terminal protein amino acid methylatio...	1	0	0	1.00000
GO:0006481	C-terminal protein methylation	2	0	0	1.00000
GO:0006482	protein demethylation	22	0	0,01	1.00000
GO:0006486	protein glycosylation	267	0	0,07	1.00000
GO:0006487	protein N-linked glycosylation	106	0	0,03	1.00000
GO:0006488	dolichol-linked oligosaccharide biosynth...	34	0	0,01	1.00000
GO:0006489	dolichyl diphosphate biosynthetic proces...	5	0	0	1.00000
GO:0006491	N-glycan processing	10	0	0	1.00000
GO:0006493	protein O-linked glycosylation	80	0	0,02	1.00000
GO:0006497	protein lipidation	68	0	0,02	1.00000
GO:0006498	N-terminal protein lipidation	6	0	0	1.00000
GO:0006499	N-terminal protein myristoylation	4	0	0	1.00000
GO:0006500	N-terminal protein palmitoylation	2	0	0	1.00000
GO:0006501	C-terminal protein lipidation	25	0	0,01	1.00000
GO:0006505	GPI anchor metabolic process	34	0	0,01	1.00000
GO:0006506	GPI anchor biosynthetic process	32	0	0,01	1.00000
GO:0006507	GPI anchor release	1	0	0	1.00000
GO:0006508	proteolysis	1009	0	0,27	1.00000
GO:0006509	membrane protein ectodomain proteolysis	34	0	0,01	1.00000
GO:0006511	ubiquitin-dependent protein catabolic pr...	433	0	0,12	1.00000
GO:0006513	protein monoubiquitination	40	0	0,01	1.00000
GO:0006515	misfolded or incompletely synthesized pr...	10	0	0	1.00000
GO:0006516	glycoprotein catabolic process	12	0	0	1.00000
GO:0006517	protein deglycosylation	2	0	0	1.00000
GO:0006518	peptide metabolic process	92	0	0,02	1.00000
GO:0006520	cellular amino acid metabolic process	461	0	0,12	1.00000
GO:0006521	regulation of cellular amino acid metabo...	58	0	0,02	1.00000
GO:0006522	alanine metabolic process	5	0	0	1.00000
GO:0006524	alanine catabolic process	5	0	0	1.00000
GO:0006525	arginine metabolic process	14	0	0	1.00000
GO:0006526	arginine biosynthetic process	4	0	0	1.00000
GO:0006527	arginine catabolic process	8	0	0	1.00000
GO:0006528	asparagine metabolic process	4	0	0	1.00000
GO:0006529	asparagine biosynthetic process	2	0	0	1.00000
GO:0006530	asparagine catabolic process	1	0	0	1.00000
GO:0006531	aspartate metabolic process	6	0	0	1.00000
GO:0006532	aspartate biosynthetic process	2	0	0	1.00000
GO:0006533	aspartate catabolic process	4	0	0	1.00000
GO:0006534	cysteine metabolic process	8	0	0	1.00000
GO:0006535	cysteine biosynthetic process from serin...	1	0	0	1.00000
GO:0006536	glutamate metabolic process	27	0	0,01	1.00000
GO:0006537	glutamate biosynthetic process	6	0	0	1.00000
GO:0006538	glutamate catabolic process	7	0	0	1.00000
